id,zipcode,name,city_id
colony_aguascalientes_montebello_della_stanza,20126,Montebello Della Stanza,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_villa_notre_dame,20126,Villa Notre Dame,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_privada_guadalupe,20126,Privada Guadalupe,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_rinconada_pozo_bravo,20126,Rinconada Pozo Bravo,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_pozo_bravo_sur,20126,Pozo Bravo Sur,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_villa_loma_dorada,20126,Villa Loma Dorada,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_jardines_de_montebello,20126,Jardines de Montebello,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_villas_del_río,20126,Villas del Río,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_el_puertecito,20126,El Puertecito,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_rinconada_del_puertecito,20126,Rinconada del Puertecito,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_bosques_del_prado_norte,20127,Bosques del Prado Norte,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_sartenejo,20128,Sartenejo,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_lomas_del_campestre_1a_sección,20129,Lomas del Campestre 1a Sección,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_bosques_del_prado_sur,20130,Bosques del Prado Sur,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_el_roble,20130,El Roble,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_fátima,20130,Fátima,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_independencia_de_méxico,20130,Independencia de México,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_nueva_rinconada,20130,Nueva Rinconada,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_primo_verdad,20130,Primo Verdad,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_san_josé_del_arenal,20130,San José del Arenal,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_unidad_ganadera,20130,Unidad Ganadera,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_san_xavier,20130,San Xavier,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_residencial_del_real,20130,Residencial del Real,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_puerta_navarra,20130,Puerta Navarra,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_residencial_campestre_club_de_golf,20130,Residencial Campestre Club de Golf,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_palma_real,20130,Palma Real,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_muralia,20130,Muralia,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_agropecuario,20135,Agropecuario,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_centro_distribuidor_de_básicos,20135,Centro Distribuidor de Básicos,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_la_rinconada,20136,La Rinconada,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_el_plateado,20137,El Plateado,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_residencial_pulgas_pandas_norte,20138,Residencial Pulgas Pandas Norte,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_residencial_pulgas_pandas_sur,20138,Residencial Pulgas Pandas Sur,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_villas_del_vergel,20138,Villas del Vergel,solt_l10n_mx_partner_address.res_city_mx_agu_001
